ID.P,STUDY.NO,ID.S,...4,AUTHOR,TITLE,STUDY.LOC.COUNTRY,STUDY.LOC.SPEC,STUDY.LOC.SPEC.COORDS,...10,CROP.SPECIES,CROP.GENUS.GROUP,CROP.SPECIES.GROUP,BROAD.CATEGORIES.CROP.SPECIES,CROP.OUTPUT.GROUP
101,NA,1,NA,"Park, J., Newman, S. M. and Cousins, S. H.",The effect of poplar (P. trichocarpa x deltoides) on soil biological properties in a silvoarable system,UK,North Buckinghamshire,North Buckinghamshire,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
104,47,1,NA,"Peichl, M., Thevathasan, N. V., Gordon, A. M., Huss, J. and Abohassan, R. A.","Carbon sequestration potentials in temperate tree-based intercropping systems, southern Ontario, Canada",Canada,Southern Ontario,Guelph,NA,Zea mays,Zea,mays,NA,Cereals
104,NA,1,NA,"Peichl, M., Thevathasan, N. V., Gordon, A. M., Huss, J. and Abohassan, R. A.","Carbon sequestration potentials in temperate tree-based intercropping systems, southern Ontario, Canada",Canada,Southern Ontario,Guelph,NA,Glycine max,Glycine,max,NA,Pulses
104,NA,1,NA,"Peichl, M., Thevathasan, N. V., Gordon, A. M., Huss, J. and Abohassan, R. A.","Carbon sequestration potentials in temperate tree-based intercropping systems, southern Ontario, Canada",Canada,Southern Ontario,Guelph,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
104,NA,1,NA,"Peichl, M., Thevathasan, N. V., Gordon, A. M., Huss, J. and Abohassan, R. A.","Carbon sequestration potentials in temperate tree-based intercropping systems, southern Ontario, Canada",Canada,Southern Ontario,Guelph,NA,Hordeum vulgare,Hordeum,vulgare,NA,Cereals
105,48,1,NA,"Peng, R. K., Incoll, L. D., Sutton, S. L., Wright, C. and Chadwick, A.",Diversity of airborne arthropods in a silvoarable agroforestry system,UK,Northern England,Bramham,NA,Pisum sativum,Pisum,sativum,NA,Pulses
108,49,1,NA,"Price, G. W. and Gordon, A. M.","Spatial and temporal distribution of earthworms in a temperate intercropping system in southern Ontario, Canada",Canada,Ontario,Guelph,NA,Glycine max,Glycine,max,NA,Pulses
113,51,1,NA,"Seiter, S. and Horwath, W. R.",The fate of tree root and pruning nitrogen in a temperate climate alley cropping system determined by tree-injected 15N,USA,Oregon,Corvallis,NA,Zea mays,Zea,mays,NA,Cereals
114,52,1,NA,"Seiter, S., Ingham, E. R. and William, R. D.",Dynamics of soil fungal and bacterial biomass in a temperate climate alley cropping system,USA,Oregon,Corvallis,NA,Zea mays,Zea,mays,NA,Cereals
115,53,1,NA,"Seiter, S., William, R. D. and Hibbs, D. E.","Crop yield and tree-leaf production in three planting patterns of temperate-zone alley cropping in Oregon, USA",USA,Oregon,Oregon,NA,Zea mays,Zea,mays,NA,Cereals
116,NA,10,NA,"Sereke, F., Graves, A. R., Dux, D., Palma, J. H. N. and Herzog, F.",Innovative agroecosystem goods and services: key profitability drivers in Swiss agroforestry,Switzerland,Swiss plateau,Toggenburg,NA,Brassica napus subsp. napus,Brassica,napus subsp. napus,NA,Oil crops
116,NA,10,NA,"Sereke, F., Graves, A. R., Dux, D., Palma, J. H. N. and Herzog, F.",Innovative agroecosystem goods and services: key profitability drivers in Swiss agroforestry,Switzerland,Swiss plateau,Toggenburg,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
116,NA,11,NA,"Sereke, F., Graves, A. R., Dux, D., Palma, J. H. N. and Herzog, F.",Innovative agroecosystem goods and services: key profitability drivers in Swiss agroforestry,Switzerland,Swiss plateau,Möhlin,NA,Brassica napus subsp. napus,Brassica,napus subsp. napus,NA,Oil crops
116,NA,11,NA,"Sereke, F., Graves, A. R., Dux, D., Palma, J. H. N. and Herzog, F.",Innovative agroecosystem goods and services: key profitability drivers in Swiss agroforestry,Switzerland,Swiss plateau,Möhlin,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
116,NA,12,NA,"Sereke, F., Graves, A. R., Dux, D., Palma, J. H. N. and Herzog, F.",Innovative agroecosystem goods and services: key profitability drivers in Swiss agroforestry,Switzerland,Swiss plateau,Sursee,NA,Brassica napus subsp. napus,Brassica,napus subsp. napus,NA,Oil crops
116,NA,12,NA,"Sereke, F., Graves, A. R., Dux, D., Palma, J. H. N. and Herzog, F.",Innovative agroecosystem goods and services: key profitability drivers in Swiss agroforestry,Switzerland,Swiss plateau,Sursee,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
116,NA,13,NA,"Sereke, F., Graves, A. R., Dux, D., Palma, J. H. N. and Herzog, F.",Innovative agroecosystem goods and services: key profitability drivers in Swiss agroforestry,Switzerland,Swiss plateau,Steinmaur,NA,Brassica napus subsp. napus,Brassica,napus subsp. napus,NA,Oil crops
116,NA,13,NA,"Sereke, F., Graves, A. R., Dux, D., Palma, J. H. N. and Herzog, F.",Innovative agroecosystem goods and services: key profitability drivers in Swiss agroforestry,Switzerland,Swiss plateau,Steinmaur,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
118,55,1,NA,"Smits, N., Dupraz, C. and Dufour, L.",Unexpected lack of influence of tree rows on the dynamics of wheat aphids and their natural enemies in a temperate agroforestry system,France,Montpellier,Saint-Clément-de-Rivière,NA,Triticum turgidum subsp. durum,Triticum,turgidum subsp. durum,NA,Cereals
121,NA,1,NA,"Sun, H., Koal, P., Gerl, G., Schroll, R., Gattinger, A., Joergensen, R. G. and Munch, J. C.",Microbial communities and residues in robinia- and poplar-based alley-cropping systems under organic and integrated management,Germany,Bavaria,Scheyern,NA,Lolium perenne,Lolium,perenne,NA,Forage crops
121,NA,1,NA,"Sun, H., Koal, P., Gerl, G., Schroll, R., Gattinger, A., Joergensen, R. G. and Munch, J. C.",Microbial communities and residues in robinia- and poplar-based alley-cropping systems under organic and integrated management,Germany,Bavaria,Scheyern,NA,Trifolium pratense,Trifolium,pratense,NA,Forage crops
121,NA,1,NA,"Sun, H., Koal, P., Gerl, G., Schroll, R., Gattinger, A., Joergensen, R. G. and Munch, J. C.",Microbial communities and residues in robinia- and poplar-based alley-cropping systems under organic and integrated management,Germany,Bavaria,Scheyern,NA,Medicago sativa,Medicago,sativa,NA,Forage crops
121,NA,1,NA,"Sun, H., Koal, P., Gerl, G., Schroll, R., Gattinger, A., Joergensen, R. G. and Munch, J. C.",Microbial communities and residues in robinia- and poplar-based alley-cropping systems under organic and integrated management,Germany,Bavaria,Scheyern,NA,Solanum tuberosum,Solanum,tuberosum,NA,Roots and tuber crops
121,NA,1,NA,"Sun, H., Koal, P., Gerl, G., Schroll, R., Gattinger, A., Joergensen, R. G. and Munch, J. C.",Microbial communities and residues in robinia- and poplar-based alley-cropping systems under organic and integrated management,Germany,Bavaria,Scheyern,NA,Sinapsis alba,Sinapsis,alba,NA,Oil crops
121,NA,1,NA,"Sun, H., Koal, P., Gerl, G., Schroll, R., Gattinger, A., Joergensen, R. G. and Munch, J. C.",Microbial communities and residues in robinia- and poplar-based alley-cropping systems under organic and integrated management,Germany,Bavaria,Scheyern,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
121,NA,1,NA,"Sun, H., Koal, P., Gerl, G., Schroll, R., Gattinger, A., Joergensen, R. G. and Munch, J. C.",Microbial communities and residues in robinia- and poplar-based alley-cropping systems under organic and integrated management,Germany,Bavaria,Scheyern,NA,Helianthus annuus,Helianthus,annuus,NA,Oil crops
121,NA,1,NA,"Sun, H., Koal, P., Gerl, G., Schroll, R., Gattinger, A., Joergensen, R. G. and Munch, J. C.",Microbial communities and residues in robinia- and poplar-based alley-cropping systems under organic and integrated management,Germany,Bavaria,Scheyern,NA,Secale cereale,Secale,cereale,NA,Cereals
125,57,1,NA,"Tsonkova, P., Quinkenstein, A., Böhm, C., Freese, D. and Schaller, E.",Ecosystem services assessment tool for agroforestry (ESAT-A): An approach to assess selected ecosystem services provided by alley cropping systems,Germany,Germany,Germany,NA,Solanum tuberosum,Solanum,tuberosum,NA,Roots and tuber crops
125,NA,1,NA,"Tsonkova, P., Quinkenstein, A., Böhm, C., Freese, D. and Schaller, E.",Ecosystem services assessment tool for agroforestry (ESAT-A): An approach to assess selected ecosystem services provided by alley cropping systems,Germany,Germany,Germany,NA,Hordeum vulgare,Hordeum,vulgare,NA,Cereals
125,NA,1,NA,"Tsonkova, P., Quinkenstein, A., Böhm, C., Freese, D. and Schaller, E.",Ecosystem services assessment tool for agroforestry (ESAT-A): An approach to assess selected ecosystem services provided by alley cropping systems,Germany,Germany,Germany,NA,Secale cereale,Secale,cereale,NA,Cereals
125,NA,1,NA,"Tsonkova, P., Quinkenstein, A., Böhm, C., Freese, D. and Schaller, E.",Ecosystem services assessment tool for agroforestry (ESAT-A): An approach to assess selected ecosystem services provided by alley cropping systems,Germany,Germany,Germany,NA,Triticum spp. x Secale spp.,Triticum,spp. x Secale spp.,NA,Cereals
125,NA,1,NA,"Tsonkova, P., Quinkenstein, A., Böhm, C., Freese, D. and Schaller, E.",Ecosystem services assessment tool for agroforestry (ESAT-A): An approach to assess selected ecosystem services provided by alley cropping systems,Germany,Germany,Germany,NA,Medicago sativa,Medicago,sativa,NA,Forage crops
125,NA,1,NA,"Tsonkova, P., Quinkenstein, A., Böhm, C., Freese, D. and Schaller, E.",Ecosystem services assessment tool for agroforestry (ESAT-A): An approach to assess selected ecosystem services provided by alley cropping systems,Germany,Germany,Germany,NA,Zea mays,Zea,mays,NA,Cereals
128,58,1,NA,"Udawatta, R. P., Motavalli, P. P., Jose, S. and Nelson, K. A.",Temporal and spatial differences in crop yields of a mature silver maple alley cropping system,USA,Northeast Missouri,Shelby County Missouri,NA,Zea mays,Zea,mays,NA,Cereals
128,NA,1,NA,"Udawatta, R. P., Motavalli, P. P., Jose, S. and Nelson, K. A.",Temporal and spatial differences in crop yields of a mature silver maple alley cropping system,USA,Northeast Missouri,Shelby County Missouri,NA,Glycine max,Glycine,max,NA,Pulses
131,60,1,NA,"Vooren, L. v., Reubens, B., Broekx, S., Pardon, P., Reheul, D., Winsen, F. v., Verheyen, K., Wauters, E. and Lauwers, L.",Greening and producing: an economic assessment framework for integrating trees in cropping systems,Belgium,Flanders,West-Vlaams Heuvelland,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
131,NA,1,NA,"Vooren, L. v., Reubens, B., Broekx, S., Pardon, P., Reheul, D., Winsen, F. v., Verheyen, K., Wauters, E. and Lauwers, L.",Greening and producing: an economic assessment framework for integrating trees in cropping systems,Belgium,Flanders,West-Vlaams Heuvelland,NA,Hordeum vulgare,Hordeum,vulgare,NA,Cereals
131,NA,1,NA,"Vooren, L. v., Reubens, B., Broekx, S., Pardon, P., Reheul, D., Winsen, F. v., Verheyen, K., Wauters, E. and Lauwers, L.",Greening and producing: an economic assessment framework for integrating trees in cropping systems,Belgium,Flanders,West-Vlaams Heuvelland,NA,Solanum tuberosum,Solanum,tuberosum,NA,Roots and tuber crops
131,NA,1,NA,"Vooren, L. v., Reubens, B., Broekx, S., Pardon, P., Reheul, D., Winsen, F. v., Verheyen, K., Wauters, E. and Lauwers, L.",Greening and producing: an economic assessment framework for integrating trees in cropping systems,Belgium,Flanders,West-Vlaams Heuvelland,NA,Beta vulgaris,Beta,vulgaris,NA,Sugar crops
131,NA,1,NA,"Vooren, L. v., Reubens, B., Broekx, S., Pardon, P., Reheul, D., Winsen, F. v., Verheyen, K., Wauters, E. and Lauwers, L.",Greening and producing: an economic assessment framework for integrating trees in cropping systems,Belgium,Flanders,West-Vlaams Heuvelland,NA,Zea mays,Zea,mays,NA,Cereals
131,NA,2,NA,"Vooren, L. v., Reubens, B., Broekx, S., Pardon, P., Reheul, D., Winsen, F. v., Verheyen, K., Wauters, E. and Lauwers, L.",Greening and producing: an economic assessment framework for integrating trees in cropping systems,Belgium,Flanders,Flanders,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
131,NA,2,NA,"Vooren, L. v., Reubens, B., Broekx, S., Pardon, P., Reheul, D., Winsen, F. v., Verheyen, K., Wauters, E. and Lauwers, L.",Greening and producing: an economic assessment framework for integrating trees in cropping systems,Belgium,Flanders,Flanders,NA,Hordeum vulgare,Hordeum,vulgare,NA,Cereals
131,NA,2,NA,"Vooren, L. v., Reubens, B., Broekx, S., Pardon, P., Reheul, D., Winsen, F. v., Verheyen, K., Wauters, E. and Lauwers, L.",Greening and producing: an economic assessment framework for integrating trees in cropping systems,Belgium,Flanders,Flanders,NA,Solanum tuberosum,Solanum,tuberosum,NA,Roots and tuber crops
131,NA,2,NA,"Vooren, L. v., Reubens, B., Broekx, S., Pardon, P., Reheul, D., Winsen, F. v., Verheyen, K., Wauters, E. and Lauwers, L.",Greening and producing: an economic assessment framework for integrating trees in cropping systems,Belgium,Flanders,Flanders,NA,Beta vulgaris,Beta,vulgaris,NA,Sugar crops
131,NA,2,NA,"Vooren, L. v., Reubens, B., Broekx, S., Pardon, P., Reheul, D., Winsen, F. v., Verheyen, K., Wauters, E. and Lauwers, L.",Greening and producing: an economic assessment framework for integrating trees in cropping systems,Belgium,Flanders,Flanders,NA,Zea mays,Zea,mays,NA,Cereals
131,NA,2,NA,"Vooren, L. v., Reubens, B., Broekx, S., Pardon, P., Reheul, D., Winsen, F. v., Verheyen, K., Wauters, E. and Lauwers, L.",Greening and producing: an economic assessment framework for integrating trees in cropping systems,Belgium,Flanders,Flanders,NA,Pisum sativum,Pisum,sativum,NA,Pulses
137,62,1,NA,"Zhang, W., Ahanbieke, P., Wang, B. J., Gan, Y. W., Li, L. H., Christie, P. and Li, L.",Temporal and spatial distribution of roots as affected by interspecific interactions in a young walnut/wheat alley cropping system in northwest China,China,Xinjiang,Xinjiang,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
144,63,1,NA,"Joshua D. Gamble, Gregg A. Johnson, Dean A. Current, Donald L. Wyse, Diomides S. Zamora & Craig C. Sheaffer","Alley cropping affects perennial bioenergy crop root distribution, carbon, and nutrient stocks",USA,Minnesota ,Empire Township,NA,Zea mays,Zea,mays,NA,Cereals
144,NA,1,NA,"Joshua D. Gamble, Gregg A. Johnson, Dean A. Current, Donald L. Wyse, Diomides S. Zamora & Craig C. Sheaffer","Alley cropping affects perennial bioenergy crop root distribution, carbon, and nutrient stocks",USA,Minnesota ,Empire Township,NA,Glycine max,Glycine,max,NA,Pulses
144,NA,1,NA,"Joshua D. Gamble, Gregg A. Johnson, Dean A. Current, Donald L. Wyse, Diomides S. Zamora & Craig C. Sheaffer","Alley cropping affects perennial bioenergy crop root distribution, carbon, and nutrient stocks",USA,Minnesota ,Empire Township,NA,Panicum virgatum,Panicum,virgatum,NA,Forage crops
144,NA,1,NA,"Joshua D. Gamble, Gregg A. Johnson, Dean A. Current, Donald L. Wyse, Diomides S. Zamora & Craig C. Sheaffer","Alley cropping affects perennial bioenergy crop root distribution, carbon, and nutrient stocks",USA,Minnesota ,Empire Township,NA,Spartina pectinata,Spartina,pectinata,NA,NA
144,NA,1,NA,"Joshua D. Gamble, Gregg A. Johnson, Dean A. Current, Donald L. Wyse, Diomides S. Zamora & Craig C. Sheaffer","Alley cropping affects perennial bioenergy crop root distribution, carbon, and nutrient stocks",USA,Minnesota ,Empire Township,NA,Medicago sativa,Medicago,sativa,NA,Forage crops
144,NA,1,NA,"Joshua D. Gamble, Gregg A. Johnson, Dean A. Current, Donald L. Wyse, Diomides S. Zamora & Craig C. Sheaffer","Alley cropping affects perennial bioenergy crop root distribution, carbon, and nutrient stocks",USA,Minnesota ,Empire Township,NA,Thinopyrum intermedium,Thinopyrum,intermedium,NA,NA
144,NA,2,NA,"Joshua D. Gamble, Gregg A. Johnson, Dean A. Current, Donald L. Wyse, Diomides S. Zamora & Craig C. Sheaffer","Alley cropping affects perennial bioenergy crop root distribution, carbon, and nutrient stocks",USA,Minnesota ,Granada Minnesota,NA,Zea mays,Zea,mays,NA,Cereals
144,NA,2,NA,"Joshua D. Gamble, Gregg A. Johnson, Dean A. Current, Donald L. Wyse, Diomides S. Zamora & Craig C. Sheaffer","Alley cropping affects perennial bioenergy crop root distribution, carbon, and nutrient stocks",USA,Minnesota ,Granada Minnesota,NA,Glycine max,Glycine,max,NA,Pulses
144,NA,2,NA,"Joshua D. Gamble, Gregg A. Johnson, Dean A. Current, Donald L. Wyse, Diomides S. Zamora & Craig C. Sheaffer","Alley cropping affects perennial bioenergy crop root distribution, carbon, and nutrient stocks",USA,Minnesota ,Granada Minnesota,NA,Panicum virgatum,Panicum,virgatum,NA,Forage crops
144,NA,2,NA,"Joshua D. Gamble, Gregg A. Johnson, Dean A. Current, Donald L. Wyse, Diomides S. Zamora & Craig C. Sheaffer","Alley cropping affects perennial bioenergy crop root distribution, carbon, and nutrient stocks",USA,Minnesota ,Granada Minnesota,NA,Spartina pectinata,Spartina,pectinata,NA,NA
144,NA,2,NA,"Joshua D. Gamble, Gregg A. Johnson, Dean A. Current, Donald L. Wyse, Diomides S. Zamora & Craig C. Sheaffer","Alley cropping affects perennial bioenergy crop root distribution, carbon, and nutrient stocks",USA,Minnesota ,Granada Minnesota,NA,Medicago sativa,Medicago,sativa,NA,Forage crops
144,NA,2,NA,"Joshua D. Gamble, Gregg A. Johnson, Dean A. Current, Donald L. Wyse, Diomides S. Zamora & Craig C. Sheaffer","Alley cropping affects perennial bioenergy crop root distribution, carbon, and nutrient stocks",USA,Minnesota ,Granada Minnesota,NA,Thinopyrum intermedium,Thinopyrum,intermedium,NA,NA
152,65,1,NA,"Lukas Beule, Ena Lehtsaar, Marife D. Corre, Marcus Schmidt, Edzo Veldkamp and Petr Karlovsky","Poplar Rows in Temperate Agroforestry Croplands Promote Bacteria, Fungi, and Denitrification Genes in Soils",Germany,Thuringia,Dornburg,NA,Hordeum vulgare,Hordeum,vulgare,NA,Cereals
152,NA,1,NA,"Lukas Beule, Ena Lehtsaar, Marife D. Corre, Marcus Schmidt, Edzo Veldkamp and Petr Karlovsky","Poplar Rows in Temperate Agroforestry Croplands Promote Bacteria, Fungi, and Denitrification Genes in Soils",Germany,Thuringia,Dornburg,NA,Brassica napus subsp. napus,Brassica,napus subsp. napus,NA,Oil crops
152,NA,1,NA,"Lukas Beule, Ena Lehtsaar, Marife D. Corre, Marcus Schmidt, Edzo Veldkamp and Petr Karlovsky","Poplar Rows in Temperate Agroforestry Croplands Promote Bacteria, Fungi, and Denitrification Genes in Soils",Germany,Thuringia,Dornburg,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
152,NA,2,NA,"Lukas Beule, Ena Lehtsaar, Marife D. Corre, Marcus Schmidt, Edzo Veldkamp and Petr Karlovsky","Poplar Rows in Temperate Agroforestry Croplands Promote Bacteria, Fungi, and Denitrification Genes in Soils",Germany,Brandenburg,Forst,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
152,NA,2,NA,"Lukas Beule, Ena Lehtsaar, Marife D. Corre, Marcus Schmidt, Edzo Veldkamp and Petr Karlovsky","Poplar Rows in Temperate Agroforestry Croplands Promote Bacteria, Fungi, and Denitrification Genes in Soils",Germany,Brandenburg,Forst,NA,Hordeum vulgare,Hordeum,vulgare,NA,Cereals
152,NA,2,NA,"Lukas Beule, Ena Lehtsaar, Marife D. Corre, Marcus Schmidt, Edzo Veldkamp and Petr Karlovsky","Poplar Rows in Temperate Agroforestry Croplands Promote Bacteria, Fungi, and Denitrification Genes in Soils",Germany,Brandenburg,Forst,NA,Zea mays,Zea,mays,NA,Cereals
152,NA,3,NA,"Lukas Beule, Ena Lehtsaar, Marife D. Corre, Marcus Schmidt, Edzo Veldkamp and Petr Karlovsky","Poplar Rows in Temperate Agroforestry Croplands Promote Bacteria, Fungi, and Denitrification Genes in Soils",Germany,Lower Saxony,Wendhausen,NA,Brassica napus subsp. napus,Brassica,napus subsp. napus,NA,Oil crops
152,NA,3,NA,"Lukas Beule, Ena Lehtsaar, Marife D. Corre, Marcus Schmidt, Edzo Veldkamp and Petr Karlovsky","Poplar Rows in Temperate Agroforestry Croplands Promote Bacteria, Fungi, and Denitrification Genes in Soils",Germany,Lower Saxony,Wendhausen,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
152,NA,3,NA,"Lukas Beule, Ena Lehtsaar, Marife D. Corre, Marcus Schmidt, Edzo Veldkamp and Petr Karlovsky","Poplar Rows in Temperate Agroforestry Croplands Promote Bacteria, Fungi, and Denitrification Genes in Soils",Germany,Lower Saxony,Wendhausen,NA,Zea mays,Zea,mays,NA,Cereals
156,66,1,NA,Patricia Battie-Laclau & Elisa Taschen & Claude Plassard & Damien Dezette & Josiane Abadie & Didier Arnal & Philippe Benezech & Maxime Duthoit & Anne-Laure Pablo & Christophe Jourdan & Jean-Paul Laclau & Isabelle Bertrand & Adrien Taudière & Philippe Hinsinge,Role of trees and herbaceous vegetation beneath trees in maintaining arbuscular mycorrhizal communities in temperate alley cropping systems,France,Occitanie,Pamiers Ariège,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
156,66,2,NA,Patricia Battie-Laclau & Elisa Taschen & Claude Plassard & Damien Dezette & Josiane Abadie & Didier Arnal & Philippe Benezech & Maxime Duthoit & Anne-Laure Pablo & Christophe Jourdan & Jean-Paul Laclau & Isabelle Bertrand & Adrien Taudière & Philippe Hinsinge,Role of trees and herbaceous vegetation beneath trees in maintaining arbuscular mycorrhizal communities in temperate alley cropping systems,France,Occitanie,Noilhan Gers,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
162,67,1,NA,"Rene Beuschel, Hans-Peter Piepho, Rainer Georg Joergensen, Christine Wachendorf",Effects of converting a temperate short-rotation coppice to a silvo-arable alley cropping agroforestry system on soil quality indicators,Germany,Lower Saxony,Reiffenhausen,NA,Hordeum vulgare,Hordeum,vulgare,NA,Cereals
162,67,1,NA,"Rene Beuschel, Hans-Peter Piepho, Rainer Georg Joergensen, Christine Wachendorf",Effects of converting a temperate short-rotation coppice to a silvo-arable alley cropping agroforestry system on soil quality indicators,Germany,Lower Saxony,Reiffenhausen,NA,Brassica napus subsp. napus,Brassica,napus subsp. napus,NA,Oil crops
163,68,1,NA,"Alexa Varah, Hannah Jonesa, Jo Smith, Simon G. Potts",Temperate agroforestry systems provide greater pollination service than monoculture,UK,South East England,Cambridgeshire,NA,Hordeum vulgare,Hordeum,vulgare,NA,Cereals
163,NA,1,NA,"Alexa Varah, Hannah Jonesa, Jo Smith, Simon G. Potts",Temperate agroforestry systems provide greater pollination service than monoculture,UK,South East England,Cambridgeshire,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
163,NA,2,NA,"Alexa Varah, Hannah Jonesa, Jo Smith, Simon G. Potts",Temperate agroforestry systems provide greater pollination service than monoculture,UK,South East England,Berkshire,NA,Avena sativa,Avena,sativa,NA,Cereals
163,NA,2,NA,"Alexa Varah, Hannah Jonesa, Jo Smith, Simon G. Potts",Temperate agroforestry systems provide greater pollination service than monoculture,UK,South East England,Berkshire,NA,Hordeum vulgare,Hordeum,vulgare,NA,Cereals
164,69,1,NA,"Laurence G. Smith, Sally Westaway, Samantha Mullender, Bhim Bahadur Ghaley, Ying Xu, Lisa Mølgaard Lehmann, Andrea Pisanelli Giuseppe Russo, Robert Borek, Rafał Wawer, Magdalena Borzęcka, Mignon Sandor, Adrian Gliga, Jo Smith",Assessing the multidimensional elements of sustainability in European agroforestry systems,Denmark,Zealand,Taastrup,NA,Hordeum vulgare,Hordeum,vulgare,NA,Cereals
164,NA,1,NA,"Laurence G. Smith, Sally Westaway, Samantha Mullender, Bhim Bahadur Ghaley, Ying Xu, Lisa Mølgaard Lehmann, Andrea Pisanelli Giuseppe Russo, Robert Borek, Rafał Wawer, Magdalena Borzęcka, Mignon Sandor, Adrian Gliga, Jo Smith",Assessing the multidimensional elements of sustainability in European agroforestry systems,Denmark,Zealand,Taastrup,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
164,NA,1,NA,"Laurence G. Smith, Sally Westaway, Samantha Mullender, Bhim Bahadur Ghaley, Ying Xu, Lisa Mølgaard Lehmann, Andrea Pisanelli Giuseppe Russo, Robert Borek, Rafał Wawer, Magdalena Borzęcka, Mignon Sandor, Adrian Gliga, Jo Smith",Assessing the multidimensional elements of sustainability in European agroforestry systems,Denmark,Zealand,Taastrup,NA,Avena sativa,Avena,sativa,NA,Cereals
164,NA,1,NA,"Laurence G. Smith, Sally Westaway, Samantha Mullender, Bhim Bahadur Ghaley, Ying Xu, Lisa Mølgaard Lehmann, Andrea Pisanelli Giuseppe Russo, Robert Borek, Rafał Wawer, Magdalena Borzęcka, Mignon Sandor, Adrian Gliga, Jo Smith",Assessing the multidimensional elements of sustainability in European agroforestry systems,Denmark,Zealand,Taastrup,NA,Medicago sativa,Medicago,sativa,NA,Forage crops
164,NA,1,NA,"Laurence G. Smith, Sally Westaway, Samantha Mullender, Bhim Bahadur Ghaley, Ying Xu, Lisa Mølgaard Lehmann, Andrea Pisanelli Giuseppe Russo, Robert Borek, Rafał Wawer, Magdalena Borzęcka, Mignon Sandor, Adrian Gliga, Jo Smith",Assessing the multidimensional elements of sustainability in European agroforestry systems,Denmark,Zealand,Taastrup,NA,Lolium perenne,Lolium,perenne,NA,Forage crops
164,NA,2,NA,"Laurence G. Smith, Sally Westaway, Samantha Mullender, Bhim Bahadur Ghaley, Ying Xu, Lisa Mølgaard Lehmann, Andrea Pisanelli Giuseppe Russo, Robert Borek, Rafał Wawer, Magdalena Borzęcka, Mignon Sandor, Adrian Gliga, Jo Smith",Assessing the multidimensional elements of sustainability in European agroforestry systems,UK,Several locations,Metfield,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
164,NA,2,NA,"Laurence G. Smith, Sally Westaway, Samantha Mullender, Bhim Bahadur Ghaley, Ying Xu, Lisa Mølgaard Lehmann, Andrea Pisanelli Giuseppe Russo, Robert Borek, Rafał Wawer, Magdalena Borzęcka, Mignon Sandor, Adrian Gliga, Jo Smith",Assessing the multidimensional elements of sustainability in European agroforestry systems,UK,Several locations,Metfield,NA,Solanum tuberosum,Solanum,tuberosum,NA,Roots and tuber crops
164,NA,2,NA,"Laurence G. Smith, Sally Westaway, Samantha Mullender, Bhim Bahadur Ghaley, Ying Xu, Lisa Mølgaard Lehmann, Andrea Pisanelli Giuseppe Russo, Robert Borek, Rafał Wawer, Magdalena Borzęcka, Mignon Sandor, Adrian Gliga, Jo Smith",Assessing the multidimensional elements of sustainability in European agroforestry systems,UK,Several locations,Metfield,NA,Cucurbita spp.,Cucurbita,spp.,NA,Vegetable crops
164,NA,3,NA,"Laurence G. Smith, Sally Westaway, Samantha Mullender, Bhim Bahadur Ghaley, Ying Xu, Lisa Mølgaard Lehmann, Andrea Pisanelli Giuseppe Russo, Robert Borek, Rafał Wawer, Magdalena Borzęcka, Mignon Sandor, Adrian Gliga, Jo Smith",Assessing the multidimensional elements of sustainability in European agroforestry systems,Poland,Several locations,Świerczów,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
164,NA,3,NA,"Laurence G. Smith, Sally Westaway, Samantha Mullender, Bhim Bahadur Ghaley, Ying Xu, Lisa Mølgaard Lehmann, Andrea Pisanelli Giuseppe Russo, Robert Borek, Rafał Wawer, Magdalena Borzęcka, Mignon Sandor, Adrian Gliga, Jo Smith",Assessing the multidimensional elements of sustainability in European agroforestry systems,Poland,Several locations,Świerczów,NA,Hordeum vulgare,Hordeum,vulgare,NA,Cereals
164,NA,3,NA,"Laurence G. Smith, Sally Westaway, Samantha Mullender, Bhim Bahadur Ghaley, Ying Xu, Lisa Mølgaard Lehmann, Andrea Pisanelli Giuseppe Russo, Robert Borek, Rafał Wawer, Magdalena Borzęcka, Mignon Sandor, Adrian Gliga, Jo Smith",Assessing the multidimensional elements of sustainability in European agroforestry systems,Poland,Several locations,Świerczów,NA,Secale cereale,Secale,cereale,NA,Cereals
