ID.P,ID.S,ES.GROUPS,SAF System Trait type,CROP.OUTPUT.GROUP
9,1,Biodiversity,Timber - Arable,Cereals
9,1,Biodiversity,Timber - Arable,Oil crops
9,1,Biodiversity,Timber - Arable,Cereals
9,1,Biodiversity,Timber - Arable,Cereals
9,1,Biodiversity,Timber - Arable,Oil crops
9,1,Biodiversity,Timber - Arable,Cereals
9,1,Biodiversity,Timber - Arable,Cereals
9,1,Biodiversity,Timber - Arable,Oil crops
9,1,Biodiversity,Timber - Arable,Cereals
9,1,Biological soil components,Timber - Arable,Cereals
9,1,Biological soil components,Timber - Arable,Oil crops
9,1,Biological soil components,Timber - Arable,Cereals
9,1,Biological soil components,Timber - Arable,Cereals
9,1,Biological soil components,Timber - Arable,Oil crops
9,1,Biological soil components,Timber - Arable,Cereals
9,1,Biological soil components,Timber - Arable,Cereals
9,1,Biological soil components,Timber - Arable,Oil crops
9,1,Biological soil components,Timber - Arable,Cereals
9,1,Greenhouse gas emissions,Timber - Arable,Cereals
9,1,Greenhouse gas emissions,Timber - Arable,Oil crops
9,1,Greenhouse gas emissions,Timber - Arable,Cereals
9,1,Greenhouse gas emissions,Timber - Arable,Cereals
9,1,Greenhouse gas emissions,Timber - Arable,Oil crops
9,1,Greenhouse gas emissions,Timber - Arable,Cereals
9,1,Greenhouse gas emissions,Timber - Arable,Cereals
9,1,Greenhouse gas emissions,Timber - Arable,Oil crops
9,1,Greenhouse gas emissions,Timber - Arable,Cereals
9,2,Biodiversity,Timber - Arable,Cereals
9,2,Biodiversity,Timber - Arable,Oil crops
9,2,Biodiversity,Timber - Arable,Cereals
9,2,Biodiversity,Timber - Arable,Cereals
9,2,Biodiversity,Timber - Arable,Oil crops
9,2,Biodiversity,Timber - Arable,Cereals
9,2,Biodiversity,Timber - Arable,Cereals
9,2,Biodiversity,Timber - Arable,Oil crops
9,2,Biodiversity,Timber - Arable,Cereals
9,2,Biological soil components,Timber - Arable,Cereals
9,2,Biological soil components,Timber - Arable,Oil crops
9,2,Biological soil components,Timber - Arable,Cereals
9,2,Biological soil components,Timber - Arable,Cereals
9,2,Biological soil components,Timber - Arable,Oil crops
9,2,Biological soil components,Timber - Arable,Cereals
9,2,Biological soil components,Timber - Arable,Cereals
9,2,Biological soil components,Timber - Arable,Oil crops
9,2,Biological soil components,Timber - Arable,Cereals
9,2,Greenhouse gas emissions,Timber - Arable,Cereals
9,2,Greenhouse gas emissions,Timber - Arable,Oil crops
9,2,Greenhouse gas emissions,Timber - Arable,Cereals
9,2,Greenhouse gas emissions,Timber - Arable,Cereals
9,2,Greenhouse gas emissions,Timber - Arable,Oil crops
9,2,Greenhouse gas emissions,Timber - Arable,Cereals
9,2,Greenhouse gas emissions,Timber - Arable,Cereals
9,2,Greenhouse gas emissions,Timber - Arable,Oil crops
9,2,Greenhouse gas emissions,Timber - Arable,Cereals
9,2,Biodiversity,Timber - Arable,Cereals
9,2,Biodiversity,Timber - Arable,Oil crops
9,2,Biodiversity,Timber - Arable,Cereals
9,2,Biodiversity,Timber - Arable,Cereals
9,2,Biodiversity,Timber - Arable,Oil crops
9,2,Biodiversity,Timber - Arable,Cereals
9,2,Biodiversity,Timber - Arable,Cereals
9,2,Biodiversity,Timber - Arable,Oil crops
9,2,Biodiversity,Timber - Arable,Cereals
9,2,Biological soil components,Timber - Arable,Cereals
9,2,Biological soil components,Timber - Arable,Oil crops
9,2,Biological soil components,Timber - Arable,Cereals
9,2,Biological soil components,Timber - Arable,Cereals
9,2,Biological soil components,Timber - Arable,Oil crops
9,2,Biological soil components,Timber - Arable,Cereals
9,2,Biological soil components,Timber - Arable,Cereals
9,2,Biological soil components,Timber - Arable,Oil crops
9,2,Biological soil components,Timber - Arable,Cereals
9,2,Greenhouse gas emissions,Timber - Arable,Cereals
9,2,Greenhouse gas emissions,Timber - Arable,Oil crops
9,2,Greenhouse gas emissions,Timber - Arable,Cereals
9,2,Greenhouse gas emissions,Timber - Arable,Cereals
9,2,Greenhouse gas emissions,Timber - Arable,Oil crops
9,2,Greenhouse gas emissions,Timber - Arable,Cereals
9,2,Greenhouse gas emissions,Timber - Arable,Cereals
9,2,Greenhouse gas emissions,Timber - Arable,Oil crops
9,2,Greenhouse gas emissions,Timber - Arable,Cereals
9,2,Biodiversity,Timber - Arable,Cereals
9,2,Biodiversity,Timber - Arable,Oil crops
9,2,Biodiversity,Timber - Arable,Cereals
9,2,Biodiversity,Timber - Arable,Cereals
9,2,Biodiversity,Timber - Arable,Oil crops
9,2,Biodiversity,Timber - Arable,Cereals
9,2,Biodiversity,Timber - Arable,Cereals
9,2,Biodiversity,Timber - Arable,Oil crops
9,2,Biodiversity,Timber - Arable,Cereals
9,2,Biological soil components,Timber - Arable,Cereals
9,2,Biological soil components,Timber - Arable,Oil crops
9,2,Biological soil components,Timber - Arable,Cereals
9,2,Biological soil components,Timber - Arable,Cereals
9,2,Biological soil components,Timber - Arable,Oil crops
9,2,Biological soil components,Timber - Arable,Cereals
9,2,Biological soil components,Timber - Arable,Cereals
9,2,Biological soil components,Timber - Arable,Oil crops
9,2,Biological soil components,Timber - Arable,Cereals
9,2,Greenhouse gas emissions,Timber - Arable,Cereals
9,2,Greenhouse gas emissions,Timber - Arable,Oil crops
9,2,Greenhouse gas emissions,Timber - Arable,Cereals
9,2,Greenhouse gas emissions,Timber - Arable,Cereals
9,2,Greenhouse gas emissions,Timber - Arable,Oil crops
9,2,Greenhouse gas emissions,Timber - Arable,Cereals
9,2,Greenhouse gas emissions,Timber - Arable,Cereals
9,2,Greenhouse gas emissions,Timber - Arable,Oil crops
9,2,Greenhouse gas emissions,Timber - Arable,Cereals
9,3,Biodiversity,Timber - Arable,Sugar crops
9,3,Biodiversity,Timber - Arable,Cereals
9,3,Biodiversity,Timber - Arable,Cereals
9,3,Biodiversity,Timber - Arable,Sugar crops
9,3,Biodiversity,Timber - Arable,Cereals
9,3,Biodiversity,Timber - Arable,Cereals
9,3,Biodiversity,Timber - Arable,Sugar crops
9,3,Biodiversity,Timber - Arable,Cereals
9,3,Biodiversity,Timber - Arable,Cereals
9,3,Biological soil components,Timber - Arable,Sugar crops
9,3,Biological soil components,Timber - Arable,Cereals
9,3,Biological soil components,Timber - Arable,Cereals
9,3,Biological soil components,Timber - Arable,Sugar crops
9,3,Biological soil components,Timber - Arable,Cereals
9,3,Biological soil components,Timber - Arable,Cereals
9,3,Biological soil components,Timber - Arable,Sugar crops
9,3,Biological soil components,Timber - Arable,Cereals
9,3,Biological soil components,Timber - Arable,Cereals
9,3,Greenhouse gas emissions,Timber - Arable,Sugar crops
9,3,Greenhouse gas emissions,Timber - Arable,Cereals
9,3,Greenhouse gas emissions,Timber - Arable,Cereals
9,3,Greenhouse gas emissions,Timber - Arable,Sugar crops
9,3,Greenhouse gas emissions,Timber - Arable,Cereals
9,3,Greenhouse gas emissions,Timber - Arable,Cereals
9,3,Greenhouse gas emissions,Timber - Arable,Sugar crops
9,3,Greenhouse gas emissions,Timber - Arable,Cereals
9,3,Greenhouse gas emissions,Timber - Arable,Cereals
9,3,Biodiversity,Timber - Arable,Sugar crops
9,3,Biodiversity,Timber - Arable,Cereals
9,3,Biodiversity,Timber - Arable,Cereals
9,3,Biodiversity,Timber - Arable,Sugar crops
9,3,Biodiversity,Timber - Arable,Cereals
9,3,Biodiversity,Timber - Arable,Cereals
9,3,Biodiversity,Timber - Arable,Sugar crops
9,3,Biodiversity,Timber - Arable,Cereals
9,3,Biodiversity,Timber - Arable,Cereals
9,3,Biological soil components,Timber - Arable,Sugar crops
9,3,Biological soil components,Timber - Arable,Cereals
9,3,Biological soil components,Timber - Arable,Cereals
9,3,Biological soil components,Timber - Arable,Sugar crops
9,3,Biological soil components,Timber - Arable,Cereals
9,3,Biological soil components,Timber - Arable,Cereals
9,3,Biological soil components,Timber - Arable,Sugar crops
9,3,Biological soil components,Timber - Arable,Cereals
9,3,Biological soil components,Timber - Arable,Cereals
9,3,Greenhouse gas emissions,Timber - Arable,Sugar crops
9,3,Greenhouse gas emissions,Timber - Arable,Cereals
9,3,Greenhouse gas emissions,Timber - Arable,Cereals
9,3,Greenhouse gas emissions,Timber - Arable,Sugar crops
9,3,Greenhouse gas emissions,Timber - Arable,Cereals
9,3,Greenhouse gas emissions,Timber - Arable,Cereals
9,3,Greenhouse gas emissions,Timber - Arable,Sugar crops
9,3,Greenhouse gas emissions,Timber - Arable,Cereals
9,3,Greenhouse gas emissions,Timber - Arable,Cereals
9,3,Biodiversity,Timber - Arable,Sugar crops
9,3,Biodiversity,Timber - Arable,Cereals
9,3,Biodiversity,Timber - Arable,Cereals
9,3,Biodiversity,Timber - Arable,Sugar crops
9,3,Biodiversity,Timber - Arable,Cereals
9,3,Biodiversity,Timber - Arable,Cereals
9,3,Biodiversity,Timber - Arable,Sugar crops
9,3,Biodiversity,Timber - Arable,Cereals
9,3,Biodiversity,Timber - Arable,Cereals
9,3,Biological soil components,Timber - Arable,Sugar crops
9,3,Biological soil components,Timber - Arable,Cereals
9,3,Biological soil components,Timber - Arable,Cereals
9,3,Biological soil components,Timber - Arable,Sugar crops
9,3,Biological soil components,Timber - Arable,Cereals
9,3,Biological soil components,Timber - Arable,Cereals
9,3,Biological soil components,Timber - Arable,Sugar crops
9,3,Biological soil components,Timber - Arable,Cereals
9,3,Biological soil components,Timber - Arable,Cereals
9,3,Greenhouse gas emissions,Timber - Arable,Sugar crops
9,3,Greenhouse gas emissions,Timber - Arable,Cereals
9,3,Greenhouse gas emissions,Timber - Arable,Cereals
9,3,Greenhouse gas emissions,Timber - Arable,Sugar crops
9,3,Greenhouse gas emissions,Timber - Arable,Cereals
9,3,Greenhouse gas emissions,Timber - Arable,Cereals
9,3,Greenhouse gas emissions,Timber - Arable,Sugar crops
9,3,Greenhouse gas emissions,Timber - Arable,Cereals
9,3,Greenhouse gas emissions,Timber - Arable,Cereals
9,4,Biodiversity,Timber - Arable,Sugar crops
9,4,Biodiversity,Timber - Arable,Cereals
9,4,Biodiversity,Timber - Arable,Cereals
9,4,Biodiversity,Timber - Arable,Sugar crops
9,4,Biodiversity,Timber - Arable,Cereals
9,4,Biodiversity,Timber - Arable,Cereals
9,4,Biodiversity,Timber - Arable,Sugar crops
9,4,Biodiversity,Timber - Arable,Cereals
9,4,Biodiversity,Timber - Arable,Cereals
9,4,Biological soil components,Timber - Arable,Sugar crops
9,4,Biological soil components,Timber - Arable,Cereals
9,4,Biological soil components,Timber - Arable,Cereals
9,4,Biological soil components,Timber - Arable,Sugar crops
9,4,Biological soil components,Timber - Arable,Cereals
9,4,Biological soil components,Timber - Arable,Cereals
9,4,Biological soil components,Timber - Arable,Sugar crops
9,4,Biological soil components,Timber - Arable,Cereals
9,4,Biological soil components,Timber - Arable,Cereals
9,4,Greenhouse gas emissions,Timber - Arable,Sugar crops
9,4,Greenhouse gas emissions,Timber - Arable,Cereals
9,4,Greenhouse gas emissions,Timber - Arable,Cereals
9,4,Greenhouse gas emissions,Timber - Arable,Sugar crops
9,4,Greenhouse gas emissions,Timber - Arable,Cereals
9,4,Greenhouse gas emissions,Timber - Arable,Cereals
9,4,Greenhouse gas emissions,Timber - Arable,Sugar crops
9,4,Greenhouse gas emissions,Timber - Arable,Cereals
9,4,Greenhouse gas emissions,Timber - Arable,Cereals
9,4,Biodiversity,Timber - Arable,Sugar crops
9,4,Biodiversity,Timber - Arable,Cereals
9,4,Biodiversity,Timber - Arable,Cereals
9,4,Biodiversity,Timber - Arable,Sugar crops
9,4,Biodiversity,Timber - Arable,Cereals
9,4,Biodiversity,Timber - Arable,Cereals
9,4,Biodiversity,Timber - Arable,Sugar crops
9,4,Biodiversity,Timber - Arable,Cereals
9,4,Biodiversity,Timber - Arable,Cereals
9,4,Biological soil components,Timber - Arable,Sugar crops
9,4,Biological soil components,Timber - Arable,Cereals
9,4,Biological soil components,Timber - Arable,Cereals
9,4,Biological soil components,Timber - Arable,Sugar crops
9,4,Biological soil components,Timber - Arable,Cereals
9,4,Biological soil components,Timber - Arable,Cereals
9,4,Biological soil components,Timber - Arable,Sugar crops
9,4,Biological soil components,Timber - Arable,Cereals
9,4,Biological soil components,Timber - Arable,Cereals
9,4,Greenhouse gas emissions,Timber - Arable,Sugar crops
9,4,Greenhouse gas emissions,Timber - Arable,Cereals
9,4,Greenhouse gas emissions,Timber - Arable,Cereals
9,4,Greenhouse gas emissions,Timber - Arable,Sugar crops
9,4,Greenhouse gas emissions,Timber - Arable,Cereals
9,4,Greenhouse gas emissions,Timber - Arable,Cereals
9,4,Greenhouse gas emissions,Timber - Arable,Sugar crops
9,4,Greenhouse gas emissions,Timber - Arable,Cereals
9,4,Greenhouse gas emissions,Timber - Arable,Cereals
9,4,Biodiversity,Timber - Arable,Sugar crops
9,4,Biodiversity,Timber - Arable,Cereals
9,4,Biodiversity,Timber - Arable,Cereals
9,4,Biodiversity,Timber - Arable,Sugar crops
9,4,Biodiversity,Timber - Arable,Cereals
9,4,Biodiversity,Timber - Arable,Cereals
9,4,Biodiversity,Timber - Arable,Sugar crops
9,4,Biodiversity,Timber - Arable,Cereals
9,4,Biodiversity,Timber - Arable,Cereals
9,4,Biological soil components,Timber - Arable,Sugar crops
9,4,Biological soil components,Timber - Arable,Cereals
9,4,Biological soil components,Timber - Arable,Cereals
9,4,Biological soil components,Timber - Arable,Sugar crops
9,4,Biological soil components,Timber - Arable,Cereals
9,4,Biological soil components,Timber - Arable,Cereals
9,4,Biological soil components,Timber - Arable,Sugar crops
9,4,Biological soil components,Timber - Arable,Cereals
9,4,Biological soil components,Timber - Arable,Cereals
9,4,Greenhouse gas emissions,Timber - Arable,Sugar crops
9,4,Greenhouse gas emissions,Timber - Arable,Cereals
9,4,Greenhouse gas emissions,Timber - Arable,Cereals
9,4,Greenhouse gas emissions,Timber - Arable,Sugar crops
9,4,Greenhouse gas emissions,Timber - Arable,Cereals
9,4,Greenhouse gas emissions,Timber - Arable,Cereals
9,4,Greenhouse gas emissions,Timber - Arable,Sugar crops
9,4,Greenhouse gas emissions,Timber - Arable,Cereals
9,4,Greenhouse gas emissions,Timber - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Forage crops
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Forage crops
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Forage crops
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Forage crops
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Forage crops
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Forage crops
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Forage crops
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Forage crops
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Forage crops
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Forage crops
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Forage crops
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Forage crops
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Forage crops
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Forage crops
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Forage crops
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Forage crops
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,1,Climate regulation,Biomass - Arable,Cereals
11,2,Climate regulation,Biomass - Arable,Pulses
11,2,Climate regulation,Biomass - Arable,Roots and tuber crops
11,2,Climate regulation,Biomass - Arable,Pulses
11,2,Climate regulation,Biomass - Arable,Roots and tuber crops
11,2,Climate regulation,Biomass - Arable,Pulses
11,2,Climate regulation,Biomass - Arable,Roots and tuber crops
11,2,Climate regulation,Biomass - Arable,Pulses
11,2,Climate regulation,Biomass - Arable,Roots and tuber crops
12,1,Biodiversity,Timber - Arable,Oil crops
12,1,Biodiversity,Timber - Arable,Cereals
12,1,Biodiversity,Timber - Arable,Oil crops
12,1,Biodiversity,Timber - Arable,Cereals
12,1,Pest regulation,Timber - Arable,Oil crops
12,1,Pest regulation,Timber - Arable,Cereals
12,1,Pest regulation,Timber - Arable,Oil crops
12,1,Pest regulation,Timber - Arable,Cereals
12,1,Biodiversity,Timber - Arable,Oil crops
12,1,Biodiversity,Timber - Arable,Cereals
12,1,Biodiversity,Timber - Arable,Oil crops
12,1,Biodiversity,Timber - Arable,Cereals
12,1,Pest regulation,Timber - Arable,Oil crops
12,1,Pest regulation,Timber - Arable,Cereals
12,1,Pest regulation,Timber - Arable,Oil crops
12,1,Pest regulation,Timber - Arable,Cereals
12,2,Biodiversity,Biomass - Arable,Oil crops
12,2,Biodiversity,Biomass - Arable,Cereals
12,2,Biodiversity,Biomass - Arable,Oil crops
12,2,Biodiversity,Biomass - Arable,Cereals
12,2,Pest regulation,Biomass - Arable,Oil crops
12,2,Pest regulation,Biomass - Arable,Cereals
12,2,Pest regulation,Biomass - Arable,Oil crops
12,2,Pest regulation,Biomass - Arable,Cereals
12,2,Biodiversity,Biomass - Arable,Oil crops
12,2,Biodiversity,Biomass - Arable,Cereals
12,2,Biodiversity,Biomass - Arable,Oil crops
