ID.P,name,value,INPUT.OUTPUT.ES,ES.CAT.GROUPS,FOCUS.GROUPS.BD.ES.CAT
7,Water cyclings,0,"NA",Supporting ES,Water
7,Water availability,0,INPUT.ES,Regulating ES,Water
7,Hydraulic lift,0,INPUT.ES,Regulating ES,Water
7,Economic profit related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
7,Economic management related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
7,Economic market related,0,"NA",Povisioning ES,Socio-cultural and economic
7,Landscape aesthetics,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
7,Recreational and ecotourisms,0,OUTPUT.ES,"NA","NA"
7,Spiritual values,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
7,Perception of adoptation,0,"NA",Cultural ES,Socio-cultural and economic
7,Policy information,0,"NA",Cultural ES,Socio-cultural and economic
7,Agronomic category,0,"NA","NA","NA"
7,Environmental category,1,"NA","NA","NA"
7,Economic category,0,"NA","NA","NA"
7,Socio-cultural category,0,"NA","NA","NA"
7,Food (yield),0,OUTPUT.ES,Povisioning ES,Production
7,Feed,0,OUTPUT.ES,Povisioning ES,Production
7,Fibre,0,OUTPUT.ES,Povisioning ES,Production
7,Fuel (firewood etc.),0,OUTPUT.ES,"NA",Production
7,Genetic resources,0,"NA",Povisioning ES,Production
7,Biochemicals,0,OUTPUT.ES,Povisioning ES,Production
7,Ornamentals,0,OUTPUT.ES,Povisioning ES,Production
7,Fresh water,0,"NA",Povisioning ES,Water
7,Air regulation,0,"NA",Regulating ES,Nat. process regulation
7,Climate regulation,0,OUTPUT.ES,Regulating ES,Nat. process regulation
7,Carbon sequestration,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
7,Water regulation,0,OUTPUT.ES,Regulating ES,Water
7,Nutrient leaching regulation,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
7,Erosion regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
7,Water purification,0,"NA",Regulating ES,Water
7,Disease regulation,0,INPUT.ES,Regulating ES,Disease and pest
7,Pest regulation,0,INPUT.ES,Regulating ES,Disease and pest
7,Polination regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
7,Natural hazards regulation,0,"NA",Regulating ES,Nat. process regulation
7,Soil formation,0,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
7,Photosynthesis,0,"NA",Supporting ES,Nat. process regulation
7,Primary production,0,"NA",Supporting ES,Production
7,Nutrient cycling,0,INPUT.ES,Supporting ES,Nat. process regulation
7,Water cycling,0,INPUT.ES,Supporting ES,Water
7,Cultural diversity,0,"NA",Cultural ES,Socio-cultural and economic
7,Spiritual value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
7,Knowledge systems,0,"NA",Cultural ES,Socio-cultural and economic
7,Educational value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
7,Inspirational value,0,"NA",Cultural ES,Socio-cultural and economic
7,Aesthetic value,0,"NA",Cultural ES,Socio-cultural and economic
7,Social relations,0,"NA",Cultural ES,Socio-cultural and economic
7,Sense of place,0,"NA",Cultural ES,Socio-cultural and economic
7,Cultural heritage value,0,"NA",Cultural ES,Socio-cultural and economic
7,Recreational and ecotourism,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
7,Provisioning ES,0,"NA","NA","NA"
7,Regulating ES,0,"NA","NA","NA"
7,Supporting ES,0,"NA","NA","NA"
7,Cultural ES,0,"NA","NA","NA"
7,Ecosystem Services,0,"NA","NA","NA"
8,Food,1,OUTPUT.ES,Povisioning ES,Production
8,Biomass,0,OUTPUT.ES,Povisioning ES,Production
8,Land equivalent ratio,0,INPUT.ES,Povisioning ES,Production
8,Pests,0,"NA",Regulating ES,Disease and pest
8,Diseases,1,"NA",Regulating ES,Disease and pest
8,Weeds,0,"NA",Regulating ES,Disease and pest
8,Product quality,1,OUTPUT.ES,Povisioning ES,Production
8,Product stability,1,OUTPUT.ES,Povisioning ES,Production
8,Mechanisation,0,"NA",Povisioning ES,Production
8,Belowground (crop-tree) competition,0,"NA",Povisioning ES,Production
8,Aboveground (crop-tree) light competition,0,"NA",Povisioning ES,Production
8,Nutrient use,0,"NA",Povisioning ES,Production
8,Nutrient use effeciency,0,INPUT.ES,Povisioning ES,Production
8,Breeding and selection,0,"NA",Povisioning ES,Production
8,Soil quality,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
8,Biodiversity,0,INPUT.ES,Regulating ES,Biodiversity
8,Carbon stock,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
8,Greenhouse gas emissions,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
8,Pollination,0,OUTPUT.ES,Regulating ES,Nat. process regulation
8,Soil structure,0,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
8,Chemical soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
8,Biological soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
8,Soil water,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
8,Soil erosion,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
8,Soil formations,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
8,Water quality,0,"NA",Regulating ES,Water
8,Water perculation,0,"NA",Regulating ES,Water
8,Water cyclings,0,"NA",Supporting ES,Water
8,Water availability,0,INPUT.ES,Regulating ES,Water
8,Hydraulic lift,0,INPUT.ES,Regulating ES,Water
8,Economic profit related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
8,Economic management related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
8,Economic market related,0,"NA",Povisioning ES,Socio-cultural and economic
8,Landscape aesthetics,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
8,Recreational and ecotourisms,0,OUTPUT.ES,"NA","NA"
8,Spiritual values,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
8,Perception of adoptation,0,"NA",Cultural ES,Socio-cultural and economic
8,Policy information,0,"NA",Cultural ES,Socio-cultural and economic
8,Agronomic category,1,"NA","NA","NA"
8,Environmental category,0,"NA","NA","NA"
8,Economic category,0,"NA","NA","NA"
8,Socio-cultural category,0,"NA","NA","NA"
8,Food (yield),1,OUTPUT.ES,Povisioning ES,Production
8,Feed,0,OUTPUT.ES,Povisioning ES,Production
8,Fibre,0,OUTPUT.ES,Povisioning ES,Production
8,Fuel (firewood etc.),0,OUTPUT.ES,"NA",Production
8,Genetic resources,0,"NA",Povisioning ES,Production
8,Biochemicals,0,OUTPUT.ES,Povisioning ES,Production
8,Ornamentals,0,OUTPUT.ES,Povisioning ES,Production
8,Fresh water,0,"NA",Povisioning ES,Water
8,Air regulation,0,"NA",Regulating ES,Nat. process regulation
8,Climate regulation,0,OUTPUT.ES,Regulating ES,Nat. process regulation
8,Carbon sequestration,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
8,Water regulation,0,OUTPUT.ES,Regulating ES,Water
8,Nutrient leaching regulation,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
8,Erosion regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
8,Water purification,0,"NA",Regulating ES,Water
8,Disease regulation,1,INPUT.ES,Regulating ES,Disease and pest
8,Pest regulation,0,INPUT.ES,Regulating ES,Disease and pest
8,Polination regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
8,Natural hazards regulation,0,"NA",Regulating ES,Nat. process regulation
8,Soil formation,0,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
8,Photosynthesis,0,"NA",Supporting ES,Nat. process regulation
8,Primary production,0,"NA",Supporting ES,Production
8,Nutrient cycling,0,INPUT.ES,Supporting ES,Nat. process regulation
8,Water cycling,0,INPUT.ES,Supporting ES,Water
8,Cultural diversity,0,"NA",Cultural ES,Socio-cultural and economic
8,Spiritual value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
8,Knowledge systems,0,"NA",Cultural ES,Socio-cultural and economic
8,Educational value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
8,Inspirational value,0,"NA",Cultural ES,Socio-cultural and economic
8,Aesthetic value,0,"NA",Cultural ES,Socio-cultural and economic
8,Social relations,0,"NA",Cultural ES,Socio-cultural and economic
8,Sense of place,0,"NA",Cultural ES,Socio-cultural and economic
8,Cultural heritage value,0,"NA",Cultural ES,Socio-cultural and economic
8,Recreational and ecotourism,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
8,Provisioning ES,1,"NA","NA","NA"
8,Regulating ES,1,"NA","NA","NA"
8,Supporting ES,0,"NA","NA","NA"
8,Cultural ES,0,"NA","NA","NA"
8,Ecosystem Services,1,"NA","NA","NA"
9,Food,0,OUTPUT.ES,Povisioning ES,Production
9,Biomass,0,OUTPUT.ES,Povisioning ES,Production
9,Land equivalent ratio,0,INPUT.ES,Povisioning ES,Production
9,Pests,0,"NA",Regulating ES,Disease and pest
9,Diseases,0,"NA",Regulating ES,Disease and pest
9,Weeds,0,"NA",Regulating ES,Disease and pest
9,Product quality,0,OUTPUT.ES,Povisioning ES,Production
9,Product stability,0,OUTPUT.ES,Povisioning ES,Production
9,Mechanisation,0,"NA",Povisioning ES,Production
9,Belowground (crop-tree) competition,0,"NA",Povisioning ES,Production
9,Aboveground (crop-tree) light competition,0,"NA",Povisioning ES,Production
9,Nutrient use,0,"NA",Povisioning ES,Production
9,Nutrient use effeciency,0,INPUT.ES,Povisioning ES,Production
9,Breeding and selection,0,"NA",Povisioning ES,Production
9,Soil quality,1,"NA",Supporting ES,"Soil quality, carbon and nutrients"
9,Biodiversity,1,INPUT.ES,Regulating ES,Biodiversity
9,Carbon stock,1,"NA",Regulating ES,"Soil quality, carbon and nutrients"
9,Greenhouse gas emissions,1,"NA",Regulating ES,"Soil quality, carbon and nutrients"
9,Pollination,0,OUTPUT.ES,Regulating ES,Nat. process regulation
9,Soil structure,0,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
9,Chemical soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
9,Biological soil components,1,"NA",Supporting ES,"Soil quality, carbon and nutrients"
9,Soil water,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
9,Soil erosion,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
9,Soil formations,1,"NA",Supporting ES,"Soil quality, carbon and nutrients"
9,Water quality,0,"NA",Regulating ES,Water
9,Water perculation,0,"NA",Regulating ES,Water
9,Water cyclings,0,"NA",Supporting ES,Water
9,Water availability,0,INPUT.ES,Regulating ES,Water
9,Hydraulic lift,0,INPUT.ES,Regulating ES,Water
9,Economic profit related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
9,Economic management related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
9,Economic market related,0,"NA",Povisioning ES,Socio-cultural and economic
9,Landscape aesthetics,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
9,Recreational and ecotourisms,0,OUTPUT.ES,"NA","NA"
9,Spiritual values,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
9,Perception of adoptation,0,"NA",Cultural ES,Socio-cultural and economic
9,Policy information,0,"NA",Cultural ES,Socio-cultural and economic
9,Agronomic category,0,"NA","NA","NA"
9,Environmental category,1,"NA","NA","NA"
9,Economic category,0,"NA","NA","NA"
9,Socio-cultural category,0,"NA","NA","NA"
9,Food (yield),0,OUTPUT.ES,Povisioning ES,Production
9,Feed,0,OUTPUT.ES,Povisioning ES,Production
9,Fibre,0,OUTPUT.ES,Povisioning ES,Production
9,Fuel (firewood etc.),0,OUTPUT.ES,"NA",Production
9,Genetic resources,0,"NA",Povisioning ES,Production
9,Biochemicals,0,OUTPUT.ES,Povisioning ES,Production
9,Ornamentals,0,OUTPUT.ES,Povisioning ES,Production
9,Fresh water,0,"NA",Povisioning ES,Water
9,Air regulation,0,"NA",Regulating ES,Nat. process regulation
9,Climate regulation,0,OUTPUT.ES,Regulating ES,Nat. process regulation
9,Carbon sequestration,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
9,Water regulation,0,OUTPUT.ES,Regulating ES,Water
9,Nutrient leaching regulation,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
9,Erosion regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
9,Water purification,0,"NA",Regulating ES,Water
9,Disease regulation,0,INPUT.ES,Regulating ES,Disease and pest
9,Pest regulation,0,INPUT.ES,Regulating ES,Disease and pest
9,Polination regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
9,Natural hazards regulation,0,"NA",Regulating ES,Nat. process regulation
9,Soil formation,1,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
9,Photosynthesis,0,"NA",Supporting ES,Nat. process regulation
9,Primary production,0,"NA",Supporting ES,Production
9,Nutrient cycling,1,INPUT.ES,Supporting ES,Nat. process regulation
9,Water cycling,0,INPUT.ES,Supporting ES,Water
9,Cultural diversity,0,"NA",Cultural ES,Socio-cultural and economic
9,Spiritual value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
9,Knowledge systems,0,"NA",Cultural ES,Socio-cultural and economic
9,Educational value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
9,Inspirational value,0,"NA",Cultural ES,Socio-cultural and economic
9,Aesthetic value,0,"NA",Cultural ES,Socio-cultural and economic
9,Social relations,0,"NA",Cultural ES,Socio-cultural and economic
9,Sense of place,0,"NA",Cultural ES,Socio-cultural and economic
9,Cultural heritage value,0,"NA",Cultural ES,Socio-cultural and economic
9,Recreational and ecotourism,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
9,Provisioning ES,0,"NA","NA","NA"
9,Regulating ES,0,"NA","NA","NA"
9,Supporting ES,1,"NA","NA","NA"
9,Cultural ES,0,"NA","NA","NA"
9,Ecosystem Services,1,"NA","NA","NA"
11,Food,0,OUTPUT.ES,Povisioning ES,Production
11,Biomass,0,OUTPUT.ES,Povisioning ES,Production
11,Land equivalent ratio,0,INPUT.ES,Povisioning ES,Production
11,Pests,0,"NA",Regulating ES,Disease and pest
11,Diseases,0,"NA",Regulating ES,Disease and pest
11,Weeds,0,"NA",Regulating ES,Disease and pest
11,Product quality,0,OUTPUT.ES,Povisioning ES,Production
11,Product stability,0,OUTPUT.ES,Povisioning ES,Production
11,Mechanisation,0,"NA",Povisioning ES,Production
11,Belowground (crop-tree) competition,0,"NA",Povisioning ES,Production
11,Aboveground (crop-tree) light competition,0,"NA",Povisioning ES,Production
11,Nutrient use,0,"NA",Povisioning ES,Production
11,Nutrient use effeciency,0,INPUT.ES,Povisioning ES,Production
11,Breeding and selection,0,"NA",Povisioning ES,Production
11,Soil quality,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
11,Biodiversity,0,INPUT.ES,Regulating ES,Biodiversity
11,Carbon stock,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
11,Greenhouse gas emissions,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
11,Pollination,0,OUTPUT.ES,Regulating ES,Nat. process regulation
11,Soil structure,0,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
11,Chemical soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
11,Biological soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
11,Soil water,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
11,Soil erosion,1,"NA",Regulating ES,"Soil quality, carbon and nutrients"
11,Soil formations,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
11,Water quality,0,"NA",Regulating ES,Water
11,Water perculation,0,"NA",Regulating ES,Water
11,Water cyclings,0,"NA",Supporting ES,Water
11,Water availability,0,INPUT.ES,Regulating ES,Water
11,Hydraulic lift,0,INPUT.ES,Regulating ES,Water
11,Economic profit related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
11,Economic management related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
11,Economic market related,0,"NA",Povisioning ES,Socio-cultural and economic
11,Landscape aesthetics,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
11,Recreational and ecotourisms,0,OUTPUT.ES,"NA","NA"
11,Spiritual values,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
11,Perception of adoptation,0,"NA",Cultural ES,Socio-cultural and economic
11,Policy information,0,"NA",Cultural ES,Socio-cultural and economic
11,Agronomic category,0,"NA","NA","NA"
11,Environmental category,1,"NA","NA","NA"
11,Economic category,0,"NA","NA","NA"
11,Socio-cultural category,0,"NA","NA","NA"
11,Food (yield),0,OUTPUT.ES,Povisioning ES,Production
11,Feed,0,OUTPUT.ES,Povisioning ES,Production
11,Fibre,0,OUTPUT.ES,Povisioning ES,Production
11,Fuel (firewood etc.),0,OUTPUT.ES,"NA",Production
11,Genetic resources,0,"NA",Povisioning ES,Production
11,Biochemicals,0,OUTPUT.ES,Povisioning ES,Production
11,Ornamentals,0,OUTPUT.ES,Povisioning ES,Production
11,Fresh water,0,"NA",Povisioning ES,Water
11,Air regulation,1,"NA",Regulating ES,Nat. process regulation
11,Climate regulation,1,OUTPUT.ES,Regulating ES,Nat. process regulation
11,Carbon sequestration,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
11,Water regulation,0,OUTPUT.ES,Regulating ES,Water
11,Nutrient leaching regulation,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
11,Erosion regulation,1,INPUT.ES,Regulating ES,Nat. process regulation
11,Water purification,0,"NA",Regulating ES,Water
11,Disease regulation,0,INPUT.ES,Regulating ES,Disease and pest
11,Pest regulation,0,INPUT.ES,Regulating ES,Disease and pest
11,Polination regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
11,Natural hazards regulation,0,"NA",Regulating ES,Nat. process regulation
11,Soil formation,0,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
11,Photosynthesis,0,"NA",Supporting ES,Nat. process regulation
11,Primary production,0,"NA",Supporting ES,Production
11,Nutrient cycling,0,INPUT.ES,Supporting ES,Nat. process regulation
11,Water cycling,0,INPUT.ES,Supporting ES,Water
11,Cultural diversity,0,"NA",Cultural ES,Socio-cultural and economic
11,Spiritual value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
11,Knowledge systems,0,"NA",Cultural ES,Socio-cultural and economic
11,Educational value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
11,Inspirational value,0,"NA",Cultural ES,Socio-cultural and economic
11,Aesthetic value,0,"NA",Cultural ES,Socio-cultural and economic
11,Social relations,0,"NA",Cultural ES,Socio-cultural and economic
11,Sense of place,0,"NA",Cultural ES,Socio-cultural and economic
11,Cultural heritage value,0,"NA",Cultural ES,Socio-cultural and economic
11,Recreational and ecotourism,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
11,Provisioning ES,0,"NA","NA","NA"
11,Regulating ES,1,"NA","NA","NA"
11,Supporting ES,0,"NA","NA","NA"
11,Cultural ES,0,"NA","NA","NA"
11,Ecosystem Services,1,"NA","NA","NA"
12,Food,0,OUTPUT.ES,Povisioning ES,Production
12,Biomass,1,OUTPUT.ES,Povisioning ES,Production
12,Land equivalent ratio,0,INPUT.ES,Povisioning ES,Production
12,Pests,0,"NA",Regulating ES,Disease and pest
12,Diseases,0,"NA",Regulating ES,Disease and pest
12,Weeds,1,"NA",Regulating ES,Disease and pest
12,Product quality,0,OUTPUT.ES,Povisioning ES,Production
12,Product stability,0,OUTPUT.ES,Povisioning ES,Production
12,Mechanisation,0,"NA",Povisioning ES,Production
12,Belowground (crop-tree) competition,0,"NA",Povisioning ES,Production
12,Aboveground (crop-tree) light competition,0,"NA",Povisioning ES,Production
12,Nutrient use,0,"NA",Povisioning ES,Production
12,Nutrient use effeciency,0,INPUT.ES,Povisioning ES,Production
12,Breeding and selection,0,"NA",Povisioning ES,Production
12,Soil quality,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
